file,decision,exported,subPredicate,status,reason,atomClasses,atomsRaw,ladderNodes,priors,sampling,worlds,declAtomsMean_uniform,planAtomsMean_uniform,statAtomsMean_uniform,declAtomsMean_prior,planAtomsMean_prior,statAtomsMean_prior,declRefsMean_uniform,planRefsMean_uniform,statRefsMean_uniform,declLazyOnlyMean_uniform,atomWinFrac_uniform,atomTieFrac_uniform,atomLossFrac_uniform,planBeatsStatFrac_uniform,worstDeclAtoms,worstPlanAtoms,worstStatAtoms,worstDeclRefs,worstPlanRefs,cnf_atomClasses,cnf_ladderNodes,cnf_declAtomsMean_uniform,cnf_planAtomsMean_uniform,cnf_statAtomsMean_uniform,anomalies
"jl4/examples/legal/regcf/regcf.l4","`(b)(3) — an investment company`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`(b)(4) — subject to a bad-actor disqualification`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`(b)(5) — delinquent in ongoing annual reports`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`(b)(6) — no specific business plan, or a blank-check business plan`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`issuer is excluded by Rule 100(b)`",false,true,measured,,6,6,8,0,exhaustive,64,1.9688,1.9688,1.9688,1.9688,1.9688,1.9688,1.0,1.0,1.0,1.9688,0.0,1.0,0.0,0.0,6,6,6,1,1,6,8,1.9688,1.9688,1.9688,""
"jl4/examples/legal/regcf/regcf.l4","`issuer is eligible`",false,true,measured,,1,1,2,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,2,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`aggregate offering amount`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`offering is within the offering limit`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`greater of annual income or net worth`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`lesser of annual income or net worth`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`the applicable measure of annual income or net worth`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`either annual income or net worth is less than the cut point`",false,false,measured,,2,2,3,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,2.5,2.5,2.5,1.5,0.0,1.0,0.0,0.0,2,2,2,3,3,2,3,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`investment limit`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`aggregate amount sold to this investor including this transaction`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`the accredited-investor carve-out applies to`",false,true,measured,,2,2,3,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,1.0,0.0,0.0,2,2,2,2,2,2,3,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`investor is within the investment limit`",false,true,measured,,2,2,4,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,2,2,2,1,1,2,4,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`the rule date is inside the COVID-19 temporary rules window`",false,false,measured,,2,2,3,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,2,2,2,1,1,2,3,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`financial statements required`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`assurance level`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`financial statement requirement is satisfied`",false,true,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`disclosure requirements are met`",false,true,measured,,3,3,5,0,exhaustive,8,1.75,1.75,1.75,1.75,1.75,1.75,1.5,1.5,1.5,1.75,0.0,1.0,0.0,0.0,3,3,3,3,3,3,5,1.75,1.75,1.75,""
"jl4/examples/legal/regcf/regcf.l4","`(a)(3) — conducted through a single complying intermediary`",false,true,measured,,3,3,6,0,exhaustive,8,1.75,1.75,1.75,1.75,1.75,1.75,1.25,1.25,1.25,1.75,0.0,1.0,0.0,0.0,3,3,3,2,2,3,6,1.75,1.75,1.75,""
"jl4/examples/legal/regcf/regcf.l4","`the 21-day public availability period has run`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,2,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`the intermediary has discharged its investor-facing duties`",false,true,measured,,2,2,5,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,2,2,2,1,1,2,5,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`intermediary obligations are met`",false,true,measured,,3,3,4,0,exhaustive,8,1.75,1.75,1.75,1.75,1.75,1.75,1.0,1.0,1.0,1.75,0.0,1.0,0.0,0.0,3,3,3,1,1,3,4,1.75,1.75,1.75,""
"jl4/examples/legal/regcf/regcf.l4","`notice complies with Rule 204(b)`",false,false,measured,,2,2,8,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,2,2,2,1,1,2,8,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`definition — terms of the offering`",false,false,measured-no-atoms,,0,0,3,0,exhaustive,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,3,0.0,0.0,0.0,""
"jl4/examples/legal/regcf/regcf.l4","`advertising restriction`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`(b)(1) — became an Exchange Act reporting company`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`(b)(2) — one annual report filed and fewer than 300 holders of record`",false,true,measured,,2,2,4,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,1.5,0.0,1.0,0.0,0.0,2,2,2,3,3,2,4,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`(b)(3) — three annual reports filed and total assets not exceeding $10,000,000`",false,true,measured,,2,2,4,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,1.5,0.0,1.0,0.0,0.0,2,2,2,3,3,2,4,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`(b)(4) — all securities repurchased`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`(b)(5) — liquidated or dissolved`",false,true,measured,,1,1,3,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,3,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`ongoing reporting obligation may terminate`",false,false,measured,,5,5,7,0,exhaustive,32,1.9375,1.9375,1.9375,1.9375,1.9375,1.9375,1.0,1.0,1.0,1.9375,0.0,1.0,0.0,0.0,5,5,5,1,1,5,7,1.9375,1.9375,1.9375,""
"jl4/examples/legal/regcf/regcf.l4","`ongoing reporting obligation`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`days since the securities were issued`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`the first anniversary of the issuance`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`days until the first anniversary of the issuance`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`transfer is within the one-year restricted period`",false,true,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`(a)(4) — a family or trust transferee, or a death-or-divorce circumstance`",false,true,measured,,6,6,10,0,exhaustive,64,1.9688,1.9688,1.9688,1.9688,1.9688,1.9688,1.0,1.0,1.0,1.9688,0.0,1.0,0.0,0.0,6,6,6,1,1,6,10,1.9688,1.9688,1.9688,""
"jl4/examples/legal/regcf/regcf.l4","`transfer falls within an exception in Rule 501(a)`",false,true,measured,,4,4,14,0,exhaustive,16,1.875,1.875,1.875,1.875,1.875,1.875,1.0,1.0,1.0,1.875,0.0,1.0,0.0,0.0,4,4,4,1,1,4,97,1.875,1.875,1.875,""
"jl4/examples/legal/regcf/regcf.l4","`transfer is permitted`",false,true,measured,,2,2,4,0,exhaustive,4,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,2,2,2,1,1,2,4,1.5,1.5,1.5,""
"jl4/examples/legal/regcf/regcf.l4","`resale restriction`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`the transaction qualifies for the section 4(a)(6) exemption`",false,true,measured,,5,5,7,0,exhaustive,32,1.9375,1.9375,1.9375,1.9375,1.9375,1.9375,2.1875,2.1875,2.1875,1.9375,0.0,1.0,0.0,0.0,5,5,5,6,6,5,7,1.9375,1.9375,1.9375,""
"jl4/examples/legal/regcf/regcf.l4","`a clean issuer`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a foreign issuer`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a delinquent issuer`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a blank-check issuer`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`an offering of`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`an investor with`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`an arrangement with`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a reporting status with`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`the fixture issuance date`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a transfer at`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","certified",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","reviewed",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","audited",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a conforming notice`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`an overreaching notice`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a notice with no platform link`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a transfer from`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a transfer under limb (4) at`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a conforming filing`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`the base case qualifies`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,2,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`the delinquent-issuer case qualifies`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,2,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`the over-limit-investor case qualifies`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,2,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`the short-availability case qualifies`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,2,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`the under-assured-financials case qualifies`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,2,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`W offering`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`W within the limit in 2016`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`W within the limit in 2021 January`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`W within the limit in 2021 June`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`the cut point the day before the 2017 adjustment`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`the cut point on the day of the 2017 adjustment`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`I-3 investor`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`I-3 limit under the 2022 rules`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`I-3 limit under the 2023 rules`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`I-4 investor`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`I-4 limit under the 2022 rules`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`the percentage case under the 2019 rules`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`A investor`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`A is within the limit under the 2021 rules`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`A is within the limit under the 2019 rules`",false,false,measured,,1,1,1,0,exhaustive,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,1.0,1.0,1.0,""
"jl4/examples/legal/regcf/regcf.l4","`F offering`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`F requirement under the 2019 rules`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`F requirement under the 2023 rules`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a small offering inside the COVID window`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"jl4/examples/legal/regcf/regcf.l4","`a large offering inside the COVID window`",false,false,refused,"Can only visualize, as a ladder diagram, a DECIDE that returns a boolean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
